Local time,Open,High,Low,Close,Volume
24.07.2022 14:00:00.000 GMT-0700,22661,22970,21527,22131,1.6638999999999997
25.07.2022 14:00:00.000 GMT-0700,22118,22128,20691,20943,1.4576
26.07.2022 14:00:00.000 GMT-0700,20940,23062,20794,22743,1.4175999999999997
27.07.2022 14:00:00.000 GMT-0700,22752,24156,22556,23991,1.7352999999999998
28.07.2022 14:00:00.000 GMT-0700,24018,24398,23413,23914,1.7669000000000001
29.07.2022 14:00:00.000 GMT-0700,23888,24598,23591,23908,1.5168
30.07.2022 14:00:00.000 GMT-0700,23907,24150,23372,23762,1.8997000000000002
31.07.2022 14:00:00.000 GMT-0700,23742,23769,22828,23093,1.4737000000000002
01.08.2022 14:00:00.000 GMT-0700,23074,23409,22632,22985,1.8732000000000002
02.08.2022 14:00:00.000 GMT-0700,22991,23597,22662,23285,1.7295999999999998
03.08.2022 14:00:00.000 GMT-0700,23293,23330,22373,22472,1.8251000000000002
04.08.2022 14:00:00.000 GMT-0700,22485,23425,22423,22927,1.7825
05.08.2022 14:00:00.000 GMT-0700,22922,23292,22921,23113,1.9617
06.08.2022 14:00:00.000 GMT-0700,23113,23249,22813,23223,1.5882999999999998
07.08.2022 14:00:00.000 GMT-0700,23204,24204,23028,24033,1.2311
08.08.2022 14:00:00.000 GMT-0700,24020,24020,22850,23103,1.4778
09.08.2022 14:00:00.000 GMT-0700,23103,24143,22643,23863,1.5652000000000004
10.08.2022 14:00:00.000 GMT-0700,23834,24866,23746,24172,2.3573
11.08.2022 14:00:00.000 GMT-0700,24173,24292,23572,24205,2.3097000000000003
12.08.2022 14:00:00.000 GMT-0700,24174,24834,24021,24448,1.9911999999999999
13.08.2022 14:00:00.000 GMT-0700,24449,24991,24115,24278,1.7862999999999998
14.08.2022 14:00:00.000 GMT-0700,24256,25166,23858,24033,1.3605
15.08.2022 14:00:00.000 GMT-0700,24034,24206,23636,23943,1.5399999999999998
16.08.2022 14:00:00.000 GMT-0700,23940,24397,23153,23364,1.4250999999999998
17.08.2022 14:00:00.000 GMT-0700,23359,23554,23205,23374,1.1308
18.08.2022 14:00:00.000 GMT-0700,23379,23386,21120,21238,1.7385000000000002
19.08.2022 14:00:00.000 GMT-0700,21206,21310,20723,20754,2.2501
20.08.2022 14:00:00.000 GMT-0700,20753,21741,20729,21433,1.7092999999999996
21.08.2022 14:00:00.000 GMT-0700,21406,21642,20867,21090,1.0513000000000001
22.08.2022 14:00:00.000 GMT-0700,21090,21638,20865,21446,0.8718
23.08.2022 14:00:00.000 GMT-0700,21446,21855,21118,21654,0.9561
24.08.2022 14:00:00.000 GMT-0700,21657,21774,21276,21611,0.9903000000000001
25.08.2022 14:00:00.000 GMT-0700,21611,21830,20509,20619,0.9463999999999999
26.08.2022 14:00:00.000 GMT-0700,20583,20656,19786,19972,1.3689999999999998
27.08.2022 14:00:00.000 GMT-0700,19972,20123,19777,19953,0.17450000000000002
28.08.2022 14:00:00.000 GMT-0700,19928,20379,19488,20143,0.5911
29.08.2022 14:00:00.000 GMT-0700,20143,20534,19516,19936,0.7077
30.08.2022 14:00:00.000 GMT-0700,19937,20442,19726,20160,0.8596
31.08.2022 14:00:00.000 GMT-0700,20160,20250,19540,20040,0.6777
01.09.2022 14:00:00.000 GMT-0700,20040,20399,19723,19934,1.3399999999999999
02.09.2022 14:00:00.000 GMT-0700,19934,19990,19616,19702,0.2794
03.09.2022 14:00:00.000 GMT-0700,19680,19899,19551,19861,0.7379
04.09.2022 14:00:00.000 GMT-0700,19836,20015,19608,19708,0.5018
05.09.2022 14:00:00.000 GMT-0700,19708,20140,18639,18937,0.6663
06.09.2022 14:00:00.000 GMT-0700,18945,19410,18515,19348,0.8617
07.09.2022 14:00:00.000 GMT-0700,19373,19422,18991,19343,0.36569999999999997
08.09.2022 14:00:00.000 GMT-0700,19343,21387,19220,21243,0.9054
09.09.2022 14:00:00.000 GMT-0700,21237,21614,21092,21390,1.3054000000000001
10.09.2022 14:00:00.000 GMT-0700,21369,21801,21320,21599,0.9216000000000001
11.09.2022 14:00:00.000 GMT-0700,21575,22439,21433,22368,1.2449
12.09.2022 14:00:00.000 GMT-0700,22360,22738,20021,20199,1.6995999999999996
13.09.2022 14:00:00.000 GMT-0700,20210,20485,19591,19905,0.7049000000000001
14.09.2022 14:00:00.000 GMT-0700,19906,20350,19493,19815,1.3744999999999998
15.09.2022 14:00:00.000 GMT-0700,19815,19855,19301,19697,0.6063999999999999
16.09.2022 14:00:00.000 GMT-0700,19697,20143,19633,20039,0.5097999999999999
17.09.2022 14:00:00.000 GMT-0700,20015,20103,19534,19683,1.2496999999999994
18.09.2022 14:00:00.000 GMT-0700,19677,19677,18233,19485,1.1855000000000002
19.09.2022 14:00:00.000 GMT-0700,19490,19641,18711,18936,0.7317000000000001
20.09.2022 14:00:00.000 GMT-0700,18936,19845,18694,18891,0.8975000000000001
21.09.2022 14:00:00.000 GMT-0700,18891,19449,18140,19212,1.1558999999999997
22.09.2022 14:00:00.000 GMT-0700,19212,19465,18501,18811,0.8004000000000001
23.09.2022 14:00:00.000 GMT-0700,18811,19335,18743,19086,0.0584
24.09.2022 14:00:00.000 GMT-0700,19086,19130,18777,18851,0.10350000000000001
